"X","Notes","ICD.Chapter","ICD.Chapter.Code","State","State.Code","Year","Year.Code","Deaths","Population","Crude.Rate"
7265,"","Diseases of the genitourinary system","N00-N98","Wisconsin",55,2001,2001,1108,5406835,20.5
7266,"","Diseases of the genitourinary system","N00-N98","Wisconsin",55,2002,2002,1221,5445162,22.4
7267,"","Diseases of the genitourinary system","N00-N98","Wisconsin",55,2003,2003,1243,5479203,22.7
7268,"","Diseases of the genitourinary system","N00-N98","Wisconsin",55,2004,2004,1230,5514026,22.3
7269,"","Diseases of the genitourinary system","N00-N98","Wisconsin",55,2005,2005,1305,5546166,23.5
7270,"","Diseases of the genitourinary system","N00-N98","Wisconsin",55,2006,2006,1303,5577655,23.4
7271,"","Diseases of the genitourinary system","N00-N98","Wisconsin",55,2007,2007,1351,5610775,24.1
7272,"","Diseases of the genitourinary system","N00-N98","Wisconsin",55,2008,2008,1262,5640996,22.4
7273,"","Diseases of the genitourinary system","N00-N98","Wisconsin",55,2009,2009,1275,5669264,22.5
7274,"","Diseases of the genitourinary system","N00-N98","Wisconsin",55,2010,2010,1443,5686986,25.4
7275,"","Diseases of the genitourinary system","N00-N98","Wyoming",56,1999,1999,60,491780,12.2
7276,"","Diseases of the genitourinary system","N00-N98","Wyoming",56,2000,2000,78,493782,15.8
7277,"","Diseases of the genitourinary system","N00-N98","Wyoming",56,2001,2001,93,494657,18.8
7278,"","Diseases of the genitourinary system","N00-N98","Wyoming",56,2002,2002,75,500017,15
7279,"","Diseases of the genitourinary system","N00-N98","Wyoming",56,2003,2003,84,503453,16.7
7280,"","Diseases of the genitourinary system","N00-N98","Wyoming",56,2004,2004,76,509106,14.9
7281,"","Diseases of the genitourinary system","N00-N98","Wyoming",56,2005,2005,92,514157,17.9
7282,"","Diseases of the genitourinary system","N00-N98","Wyoming",56,2006,2006,95,522667,18.2
7283,"","Diseases of the genitourinary system","N00-N98","Wyoming",56,2007,2007,90,534876,16.8
7284,"","Diseases of the genitourinary system","N00-N98","Wyoming",56,2008,2008,78,546043,14.3
7285,"","Diseases of the genitourinary system","N00-N98","Wyoming",56,2009,2009,100,559851,17.9
7286,"","Diseases of the genitourinary system","N00-N98","Wyoming",56,2010,2010,85,563626,15.1
7287,"","Pregnancy, childbirth and the puerperium","O00-O99","Alabama",1,1999,1999,10,4430141,0.2
7288,"","Pregnancy, childbirth and the puerperium","O00-O99","Alabama",1,2005,2005,12,4569805,0.3
7289,"","Pregnancy, childbirth and the puerperium","O00-O99","Alabama",1,2006,2006,10,4628981,0.2
7290,"","Pregnancy, childbirth and the puerperium","O00-O99","Arizona",4,2008,2008,11,6280362,0.2
7291,"","Pregnancy, childbirth and the puerperium","O00-O99","Arizona",4,2010,2010,17,6392017,0.3
7292,"","Pregnancy, childbirth and the puerperium","O00-O99","Arkansas",5,2008,2008,24,2874554,0.8
7293,"","Pregnancy, childbirth and the puerperium","O00-O99","Arkansas",5,2009,2009,20,2896843,0.7
7294,"","Pregnancy, childbirth and the puerperium","O00-O99","Arkansas",5,2010,2010,13,2915918,0.4
7295,"","Pregnancy, childbirth and the puerperium","O00-O99","California",6,1999,1999,43,33499204,0.1
7296,"","Pregnancy, childbirth and the puerperium","O00-O99","California",6,2000,2000,56,33871648,0.2
7297,"","Pregnancy, childbirth and the puerperium","O00-O99","California",6,2001,2001,46,34479458,0.1
7298,"","Pregnancy, childbirth and the puerperium","O00-O99","California",6,2002,2002,56,34871843,0.2
7299,"","Pregnancy, childbirth and the puerperium","O00-O99","California",6,2003,2003,94,35253159,0.3
7300,"","Pregnancy, childbirth and the puerperium","O00-O99","California",6,2004,2004,150,35574576,0.4
7301,"","Pregnancy, childbirth and the puerperium","O00-O99","California",6,2005,2005,119,35827943,0.3
7302,"","Pregnancy, childbirth and the puerperium","O00-O99","California",6,2006,2006,122,36021202,0.3
7303,"","Pregnancy, childbirth and the puerperium","O00-O99","California",6,2007,2007,97,36250311,0.3
7304,"","Pregnancy, childbirth and the puerperium","O00-O99","California",6,2008,2008,102,36604337,0.3
7305,"","Pregnancy, childbirth and the puerperium","O00-O99","California",6,2009,2009,107,36961229,0.3
7306,"","Pregnancy, childbirth and the puerperium","O00-O99","California",6,2010,2010,82,37253956,0.2
7307,"","Pregnancy, childbirth and the puerperium","O00-O99","Colorado",8,2003,2003,10,4528732,0.2
7308,"","Pregnancy, childbirth and the puerperium","O00-O99","Florida",12,1999,1999,35,15759421,0.2
7309,"","Pregnancy, childbirth and the puerperium","O00-O99","Florida",12,2000,2000,29,15982378,0.2
7310,"","Pregnancy, childbirth and the puerperium","O00-O99","Florida",12,2001,2001,21,16356966,0.1
7311,"","Pregnancy, childbirth and the puerperium","O00-O99","Florida",12,2002,2002,23,16689370,0.1
7312,"","Pregnancy, childbirth and the puerperium","O00-O99","Florida",12,2003,2003,25,17004085,0.1
7313,"","Pregnancy, childbirth and the puerperium","O00-O99","Florida",12,2004,2004,36,17415318,0.2
7314,"","Pregnancy, childbirth and the puerperium","O00-O99","Florida",12,2005,2005,59,17842038,0.3
7315,"","Pregnancy, childbirth and the puerperium","O00-O99","Florida",12,2006,2006,45,18166990,0.2
7316,"","Pregnancy, childbirth and the puerperium","O00-O99","Florida",12,2007,2007,52,18367842,0.3
7317,"","Pregnancy, childbirth and the puerperium","O00-O99","Florida",12,2008,2008,36,18527305,0.2
7318,"","Pregnancy, childbirth and the puerperium","O00-O99","Florida",12,2009,2009,71,18652644,0.4
7319,"","Pregnancy, childbirth and the puerperium","O00-O99","Florida",12,2010,2010,47,18801310,0.2
7320,"","Pregnancy, childbirth and the puerperium","O00-O99","Georgia",13,1999,1999,26,8045965,0.3
7321,"","Pregnancy, childbirth and the puerperium","O00-O99","Georgia",13,2000,2000,21,8186453,0.3
7322,"","Pregnancy, childbirth and the puerperium","O00-O99","Georgia",13,2001,2001,40,8377038,0.5
7323,"","Pregnancy, childbirth and the puerperium","O00-O99","Georgia",13,2002,2002,25,8508256,0.3
7324,"","Pregnancy, childbirth and the puerperium","O00-O99","Georgia",13,2003,2003,39,8622793,0.5
7325,"","Pregnancy, childbirth and the puerperium","O00-O99","Georgia",13,2004,2004,17,8769252,0.2
7326,"","Pregnancy, childbirth and the puerperium","O00-O99","Georgia",13,2005,2005,32,8925922,0.4
7327,"","Pregnancy, childbirth and the puerperium","O00-O99","Georgia",13,2006,2006,27,9155813,0.3
7328,"","Pregnancy, childbirth and the puerperium","O00-O99","Georgia",13,2007,2007,22,9349988,0.2
7329,"","Pregnancy, childbirth and the puerperium","O00-O99","Georgia",13,2008,2008,23,9504843,0.2
7330,"","Pregnancy, childbirth and the puerperium","O00-O99","Georgia",13,2009,2009,36,9620846,0.4
7331,"","Pregnancy, childbirth and the puerperium","O00-O99","Georgia",13,2010,2010,38,9687653,0.4
7332,"","Pregnancy, childbirth and the puerperium","O00-O99","Hawaii",15,2006,2006,12,1309731,0.9
7333,"","Pregnancy, childbirth and the puerperium","O00-O99","Idaho",16,2010,2010,10,1567582,0.6
7334,"","Pregnancy, childbirth and the puerperium","O00-O99","Illinois",17,1999,1999,18,12359020,0.1
7335,"","Pregnancy, childbirth and the puerperium","O00-O99","Illinois",17,2000,2000,19,12419293,0.2
7336,"","Pregnancy, childbirth and the puerperium","O00-O99","Illinois",17,2001,2001,21,12488445,0.2
7337,"","Pregnancy, childbirth and the puerperium","O00-O99","Illinois",17,2002,2002,12,12525556,0.1
7338,"","Pregnancy, childbirth and the puerperium","O00-O99","Illinois",17,2003,2003,13,12556006,0.1
7339,"","Pregnancy, childbirth and the puerperium","O00-O99","Illinois",17,2004,2004,17,12589773,0.1
7340,"","Pregnancy, childbirth and the puerperium","O00-O99","Illinois",17,2005,2005,15,12609903,0.1
7341,"","Pregnancy, childbirth and the puerperium","O00-O99","Illinois",17,2006,2006,33,12643955,0.3
7342,"","Pregnancy, childbirth and the puerperium","O00-O99","Illinois",17,2007,2007,34,12695866,0.3
7343,"","Pregnancy, childbirth and the puerperium","O00-O99","Illinois",17,2008,2008,31,12747038,0.2
7344,"","Pregnancy, childbirth and the puerperium","O00-O99","Illinois",17,2009,2009,35,12796778,0.3
7345,"","Pregnancy, childbirth and the puerperium","O00-O99","Illinois",17,2010,2010,29,12830632,0.2
7346,"","Pregnancy, childbirth and the puerperium","O00-O99","Indiana",18,2008,2008,14,6424806,0.2
7347,"","Pregnancy, childbirth and the puerperium","O00-O99","Indiana",18,2009,2009,16,6459325,0.2
7348,"","Pregnancy, childbirth and the puerperium","O00-O99","Indiana",18,2010,2010,14,6483802,0.2
7349,"","Pregnancy, childbirth and the puerperium","O00-O99","Kansas",20,2008,2008,13,2808076,0.5
7350,"","Pregnancy, childbirth and the puerperium","O00-O99","Kansas",20,2009,2009,13,2832704,0.5
7351,"","Pregnancy, childbirth and the puerperium","O00-O99","Kansas",20,2010,2010,11,2853118,0.4
7352,"","Pregnancy, childbirth and the puerperium","O00-O99","Kentucky",21,2005,2005,11,4182742,0.3
7353,"","Pregnancy, childbirth and the puerperium","O00-O99","Kentucky",21,2007,2007,13,4256672,0.3
7354,"","Pregnancy, childbirth and the puerperium","O00-O99","Kentucky",21,2008,2008,12,4289878,0.3
7355,"","Pregnancy, childbirth and the puerperium","O00-O99","Kentucky",21,2010,2010,17,4339367,0.4
7356,"","Pregnancy, childbirth and the puerperium","O00-O99","Louisiana",22,2001,2001,10,4477875,0.2
7357,"","Pregnancy, childbirth and the puerperium","O00-O99","Louisiana",22,2003,2003,12,4521042,0.3
7358,"","Pregnancy, childbirth and the puerperium","O00-O99","Louisiana",22,2004,2004,26,4552238,0.6
7359,"","Pregnancy, childbirth and the puerperium","O00-O99","Louisiana",22,2005,2005,15,4576628,0.3
7360,"","Pregnancy, childbirth and the puerperium","O00-O99","Louisiana",22,2007,2007,12,4375581,0.3
7361,"","Pregnancy, childbirth and the puerperium","O00-O99","Maryland",24,2000,2000,15,5296486,0.3
7362,"","Pregnancy, childbirth and the puerperium","O00-O99","Maryland",24,2001,2001,12,5374691,0.2
7363,"","Pregnancy, childbirth and the puerperium","O00-O99","Maryland",24,2002,2002,11,5440389,0.2
7364,"","Pregnancy, childbirth and the puerperium","O00-O99","Maryland",24,2003,2003,20,5496269,0.4
7365,"","Pregnancy, childbirth and the puerperium","O00-O99","Maryland",24,2004,2004,17,5546935,0.3
7366,"","Pregnancy, childbirth and the puerperium","O00-O99","Maryland",24,2005,2005,19,5592379,0.3
7367,"","Pregnancy, childbirth and the puerperium","O00-O99","Maryland",24,2006,2006,18,5627367,0.3
7368,"","Pregnancy, childbirth and the puerperium","O00-O99","Maryland",24,2007,2007,20,5653408,0.4
7369,"","Pregnancy, childbirth and the puerperium","O00-O99","Maryland",24,2008,2008,19,5684965,0.3
7370,"","Pregnancy, childbirth and the puerperium","O00-O99","Maryland",24,2009,2009,18,5730388,0.3
7371,"","Pregnancy, childbirth and the puerperium","O00-O99","Maryland",24,2010,2010,26,5773552,0.5
7372,"","Pregnancy, childbirth and the puerperium","O00-O99","Michigan",26,1999,1999,11,9897116,0.1
7373,"","Pregnancy, childbirth and the puerperium","O00-O99","Michigan",26,2002,2002,12,10015710,0.1
7374,"","Pregnancy, childbirth and the puerperium","O00-O99","Michigan",26,2003,2003,16,10041152,0.2
7375,"","Pregnancy, childbirth and the puerperium","O00-O99","Michigan",26,2004,2004,57,10055315,0.6
7376,"","Pregnancy, childbirth and the puerperium","O00-O99","Michigan",26,2005,2005,52,10051137,0.5
7377,"","Pregnancy, childbirth and the puerperium","O00-O99","Michigan",26,2006,2006,30,10036081,0.3
7378,"","Pregnancy, childbirth and the puerperium","O00-O99","Michigan",26,2007,2007,32,10001284,0.3
7379,"","Pregnancy, childbirth and the puerperium","O00-O99","Michigan",26,2008,2008,30,9946889,0.3
7380,"","Pregnancy, childbirth and the puerperium","O00-O99","Michigan",26,2009,2009,34,9901591,0.3
7381,"","Pregnancy, childbirth and the puerperium","O00-O99","Michigan",26,2010,2010,47,9883640,0.5
7382,"","Pregnancy, childbirth and the puerperium","O00-O99","Minnesota",27,2009,2009,11,5281203,0.2
7383,"","Pregnancy, childbirth and the puerperium","O00-O99","Mississippi",28,2001,2001,12,2852994,0.4
7384,"","Pregnancy, childbirth and the puerperium","O00-O99","Mississippi",28,2004,2004,11,2889010,0.4
7385,"","Pregnancy, childbirth and the puerperium","O00-O99","Mississippi",28,2005,2005,13,2905943,0.4
7386,"","Pregnancy, childbirth and the puerperium","O00-O99","Mississippi",28,2006,2006,15,2904978,0.5
7387,"","Pregnancy, childbirth and the puerperium","O00-O99","Mississippi",28,2007,2007,11,2928350,0.4
7388,"","Pregnancy, childbirth and the puerperium","O00-O99","Mississippi",28,2008,2008,14,2947806,0.5
7389,"","Pregnancy, childbirth and the puerperium","O00-O99","Mississippi",28,2009,2009,14,2958774,0.5
7390,"","Pregnancy, childbirth and the puerperium","O00-O99","Mississippi",28,2010,2010,12,2967297,0.4
7391,"","Pregnancy, childbirth and the puerperium","O00-O99","Missouri",29,2001,2001,10,5641142,0.2
7392,"","Pregnancy, childbirth and the puerperium","O00-O99","Missouri",29,2005,2005,15,5790300,0.3
7393,"","Pregnancy, childbirth and the puerperium","O00-O99","Missouri",29,2006,2006,14,5842704,0.2
7394,"","Pregnancy, childbirth and the puerperium","O00-O99","Missouri",29,2007,2007,11,5887612,0.2
7395,"","Pregnancy, childbirth and the puerperium","O00-O99","Missouri",29,2008,2008,16,5923916,0.3
7396,"","Pregnancy, childbirth and the puerperium","O00-O99","Missouri",29,2009,2009,18,5961088,0.3
7397,"","Pregnancy, childbirth and the puerperium","O00-O99","Missouri",29,2010,2010,12,5988927,0.2
7398,"","Pregnancy, childbirth and the puerperium","O00-O99","Montana",30,2004,2004,10,930009,1.1
7399,"","Pregnancy, childbirth and the puerperium","O00-O99","New Jersey",34,2000,2000,12,8414350,0.1
7400,"","Pregnancy, childbirth and the puerperium","O00-O99","New Jersey",34,2001,2001,10,8492671,0.1
7401,"","Pregnancy, childbirth and the puerperium","O00-O99","New Jersey",34,2003,2003,10,8601402,0.1
7402,"","Pregnancy, childbirth and the puerperium","O00-O99","New Jersey",34,2004,2004,40,8634561,0.5
7403,"","Pregnancy, childbirth and the puerperium","O00-O99","New Jersey",34,2005,2005,23,8651974,0.3
7404,"","Pregnancy, childbirth and the puerperium","O00-O99","New Jersey",34,2006,2006,32,8661679,0.4
7405,"","Pregnancy, childbirth and the puerperium","O00-O99","New Jersey",34,2007,2007,36,8677885,0.4
7406,"","Pregnancy, childbirth and the puerperium","O00-O99","New Jersey",34,2008,2008,28,8711090,0.3
7407,"","Pregnancy, childbirth and the puerperium","O00-O99","New Jersey",34,2009,2009,37,8755602,0.4
7408,"","Pregnancy, childbirth and the puerperium","O00-O99","New Jersey",34,2010,2010,30,8791894,0.3
7409,"","Pregnancy, childbirth and the puerperium","O00-O99","New Mexico",35,2007,2007,10,1990070,0.5
7410,"","Pregnancy, childbirth and the puerperium","O00-O99","New Mexico",35,2008,2008,13,2010662,0.6
7411,"","Pregnancy, childbirth and the puerperium","O00-O99","New York",36,1999,1999,37,18882725,0.2
7412,"","Pregnancy, childbirth and the puerperium","O00-O99","New York",36,2000,2000,23,18976457,0.1
7413,"","Pregnancy, childbirth and the puerperium","O00-O99","New York",36,2001,2001,41,19082838,0.2
7414,"","Pregnancy, childbirth and the puerperium","O00-O99","New York",36,2002,2002,26,19137800,0.1
7415,"","Pregnancy, childbirth and the puerperium","O00-O99","New York",36,2003,2003,56,19175939,0.3
7416,"","Pregnancy, childbirth and the puerperium","O00-O99","New York",36,2004,2004,78,19171567,0.4
7417,"","Pregnancy, childbirth and the puerperium","O00-O99","New York",36,2005,2005,55,19132610,0.3
7418,"","Pregnancy, childbirth and the puerperium","O00-O99","New York",36,2006,2006,68,19104631,0.4
7419,"","Pregnancy, childbirth and the puerperium","O00-O99","New York",36,2007,2007,51,19132335,0.3
7420,"","Pregnancy, childbirth and the puerperium","O00-O99","New York",36,2008,2008,73,19212436,0.4
7421,"","Pregnancy, childbirth and the puerperium","O00-O99","New York",36,2009,2009,70,19307066,0.4
7422,"","Pregnancy, childbirth and the puerperium","O00-O99","New York",36,2010,2010,67,19378102,0.3
7423,"","Pregnancy, childbirth and the puerperium","O00-O99","North Carolina",37,1999,1999,15,7949361,0.2
7424,"","Pregnancy, childbirth and the puerperium","O00-O99","North Carolina",37,2000,2000,14,8049313,0.2
7425,"","Pregnancy, childbirth and the puerperium","O00-O99","North Carolina",37,2002,2002,18,8326201,0.2
7426,"","Pregnancy, childbirth and the puerperium","O00-O99","North Carolina",37,2003,2003,16,8422501,0.2
7427,"","Pregnancy, childbirth and the puerperium","O00-O99","North Carolina",37,2005,2005,18,8705407,0.2
7428,"","Pregnancy, childbirth and the puerperium","O00-O99","North Carolina",37,2007,2007,17,9118037,0.2
7429,"","Pregnancy, childbirth and the puerperium","O00-O99","North Carolina",37,2008,2008,13,9309449,0.1
7430,"","Pregnancy, childbirth and the puerperium","O00-O99","North Carolina",37,2009,2009,21,9449566,0.2
7431,"","Pregnancy, childbirth and the puerperium","O00-O99","North Carolina",37,2010,2010,10,9535483,0.1
7432,"","Pregnancy, childbirth and the puerperium","O00-O99","Ohio",39,1999,1999,17,11335454,0.1
7433,"","Pregnancy, childbirth and the puerperium","O00-O99","Ohio",39,2000,2000,19,11353140,0.2
7434,"","Pregnancy, childbirth and the puerperium","O00-O99","Ohio",39,2002,2002,12,11407889,0.1
7435,"","Pregnancy, childbirth and the puerperium","O00-O99","Ohio",39,2003,2003,14,11434788,0.1
7436,"","Pregnancy, childbirth and the puerperium","O00-O99","Ohio",39,2005,2005,13,11463320,0.1
7437,"","Pregnancy, childbirth and the puerperium","O00-O99","Ohio",39,2006,2006,13,11481213,0.1
7438,"","Pregnancy, childbirth and the puerperium","O00-O99","Ohio",39,2007,2007,31,11500468,0.3
7439,"","Pregnancy, childbirth and the puerperium","O00-O99","Ohio",39,2008,2008,27,11515391,0.2
7440,"","Pregnancy, childbirth and the puerperium","O00-O99","Ohio",39,2009,2009,57,11528896,0.5
7441,"","Pregnancy, childbirth and the puerperium","O00-O99","Ohio",39,2010,2010,40,11536504,0.3
7442,"","Pregnancy, childbirth and the puerperium","O00-O99","Oklahoma",40,2004,2004,15,3525233,0.4
7443,"","Pregnancy, childbirth and the puerperium","O00-O99","Oklahoma",40,2005,2005,22,3548597,0.6
7444,"","Pregnancy, childbirth and the puerperium","O00-O99","Oklahoma",40,2006,2006,14,3594090,0.4
7445,"","Pregnancy, childbirth and the puerperium","O00-O99","Oklahoma",40,2007,2007,13,3634349,0.4
7446,"","Pregnancy, childbirth and the puerperium","O00-O99","Oklahoma",40,2008,2008,15,3668976,0.4
7447,"","Pregnancy, childbirth and the puerperium","O00-O99","Oklahoma",40,2009,2009,28,3717572,0.8
7448,"","Pregnancy, childbirth and the puerperium","O00-O99","Oklahoma",40,2010,2010,20,3751351,0.5
7449,"","Pregnancy, childbirth and the puerperium","O00-O99","Oregon",41,2007,2007,10,3722417,0.3
7450,"","Pregnancy, childbirth and the puerperium","O00-O99","Pennsylvania",42,1999,1999,13,12263805,0.1
7451,"","Pregnancy, childbirth and the puerperium","O00-O99","Pennsylvania",42,2001,2001,12,12298970,0.1
7452,"","Pregnancy, childbirth and the puerperium","O00-O99","Pennsylvania",42,2002,2002,11,12331031,0.1
7453,"","Pregnancy, childbirth and the puerperium","O00-O99","Pennsylvania",42,2003,2003,21,12374658,0.2
7454,"","Pregnancy, childbirth and the puerperium","O00-O99","Pennsylvania",42,2004,2004,14,12410722,0.1
7455,"","Pregnancy, childbirth and the puerperium","O00-O99","Pennsylvania",42,2005,2005,16,12449990,0.1
7456,"","Pregnancy, childbirth and the puerperium","O00-O99","Pennsylvania",42,2006,2006,28,12510809,0.2
7457,"","Pregnancy, childbirth and the puerperium","O00-O99","Pennsylvania",42,2007,2007,40,12563937,0.3
7458,"","Pregnancy, childbirth and the puerperium","O00-O99","Pennsylvania",42,2008,2008,28,12612285,0.2
7459,"","Pregnancy, childbirth and the puerperium","O00-O99","Pennsylvania",42,2009,2009,39,12666858,0.3
7460,"","Pregnancy, childbirth and the puerperium","O00-O99","Pennsylvania",42,2010,2010,34,12702379,0.3
7461,"","Pregnancy, childbirth and the puerperium","O00-O99","South Carolina",45,1999,1999,10,3974682,0.3
7462,"","Pregnancy, childbirth and the puerperium","O00-O99","South Carolina",45,2005,2005,16,4270150,0.4
7463,"","Pregnancy, childbirth and the puerperium","O00-O99","South Carolina",45,2007,2007,20,4444110,0.5
7464,"","Pregnancy, childbirth and the puerperium","O00-O99","South Carolina",45,2008,2008,26,4528996,0.6
7465,"","Pregnancy, childbirth and the puerperium","O00-O99","South Carolina",45,2009,2009,23,4589872,0.5
7466,"","Pregnancy, childbirth and the puerperium","O00-O99","South Carolina",45,2010,2010,18,4625364,0.4
7467,"","Pregnancy, childbirth and the puerperium","O00-O99","Tennessee",47,1999,1999,12,5638706,0.2
7468,"","Pregnancy, childbirth and the puerperium","O00-O99","Tennessee",47,2001,2001,11,5750789,0.2
7469,"","Pregnancy, childbirth and the puerperium","O00-O99","Tennessee",47,2002,2002,10,5795918,0.2
7470,"","Pregnancy, childbirth and the puerperium","O00-O99","Tennessee",47,2008,2008,11,6247411,0.2
7471,"","Pregnancy, childbirth and the puerperium","O00-O99","Tennessee",47,2009,2009,10,6306019,0.2
7472,"","Pregnancy, childbirth and the puerperium","O00-O99","Texas",48,1999,1999,34,20558220,0.2
7473,"","Pregnancy, childbirth and the puerperium","O00-O99","Texas",48,2000,2000,30,20851820,0.1
7474,"","Pregnancy, childbirth and the puerperium","O00-O99","Texas",48,2001,2001,41,21319622,0.2
7475,"","Pregnancy, childbirth and the puerperium","O00-O99","Texas",48,2002,2002,35,21690325,0.2
7476,"","Pregnancy, childbirth and the puerperium","O00-O99","Texas",48,2003,2003,60,22030931,0.3
7477,"","Pregnancy, childbirth and the puerperium","O00-O99","Texas",48,2004,2004,48,22394023,0.2
7478,"","Pregnancy, childbirth and the puerperium","O00-O99","Texas",48,2005,2005,70,22778123,0.3
7479,"","Pregnancy, childbirth and the puerperium","O00-O99","Texas",48,2006,2006,90,23359580,0.4
7480,"","Pregnancy, childbirth and the puerperium","O00-O99","Texas",48,2007,2007,80,23831983,0.3
7481,"","Pregnancy, childbirth and the puerperium","O00-O99","Texas",48,2008,2008,96,24309039,0.4
7482,"","Pregnancy, childbirth and the puerperium","O00-O99","Texas",48,2009,2009,127,24801761,0.5
7483,"","Pregnancy, childbirth and the puerperium","O00-O99","Texas",48,2010,2010,101,25145561,0.4
7484,"","Pregnancy, childbirth and the puerperium","O00-O99","Utah",49,2006,2006,10,2525507,0.4
7485,"","Pregnancy, childbirth and the puerperium","O00-O99","Utah",49,2007,2007,11,2597746,0.4
7486,"","Pregnancy, childbirth and the puerperium","O00-O99","Virginia",51,1999,1999,12,7000174,0.2
7487,"","Pregnancy, childbirth and the puerperium","O00-O99","Virginia",51,2000,2000,10,7078515,0.1
7488,"","Pregnancy, childbirth and the puerperium","O00-O99","Virginia",51,2005,2005,14,7577105,0.2
7489,"","Pregnancy, childbirth and the puerperium","O00-O99","Virginia",51,2007,2007,15,7751000,0.2
7490,"","Pregnancy, childbirth and the puerperium","O00-O99","Virginia",51,2009,2009,11,7925937,0.1
7491,"","Pregnancy, childbirth and the puerperium","O00-O99","Washington",53,2004,2004,16,6178645,0.3
7492,"","Pregnancy, childbirth and the puerperium","O00-O99","Washington",53,2005,2005,14,6257305,0.2
7493,"","Pregnancy, childbirth and the puerperium","O00-O99","Washington",53,2006,2006,10,6370753,0.2
7494,"","Pregnancy, childbirth and the puerperium","O00-O99","Washington",53,2007,2007,13,6461587,0.2
7495,"","Pregnancy, childbirth and the puerperium","O00-O99","Washington",53,2008,2008,12,6562231,0.2
7496,"","Pregnancy, childbirth and the puerperium","O00-O99","Washington",53,2009,2009,12,6667426,0.2
7497,"","Pregnancy, childbirth and the puerperium","O00-O99","Washington",53,2010,2010,11,6724540,0.2
7498,"","Pregnancy, childbirth and the puerperium","O00-O99","Wisconsin",55,2003,2003,11,5479203,0.2
7499,"","Pregnancy, childbirth and the puerperium","O00-O99","Wisconsin",55,2005,2005,17,5546166,0.3
7500,"","Pregnancy, childbirth and the puerperium","O00-O99","Wisconsin",55,2006,2006,14,5577655,0.3
7501,"","Pregnancy, childbirth and the puerperium","O00-O99","Wisconsin",55,2007,2007,15,5610775,0.3
7502,"","Pregnancy, childbirth and the puerperium","O00-O99","Wisconsin",55,2009,2009,13,5669264,0.2
7503,"","Pregnancy, childbirth and the puerperium","O00-O99","Wisconsin",55,2010,2010,12,5686986,0.2
7504,"","Certain conditions originating in the perinatal period","P00-P96","Alabama",1,1999,1999,309,4430141,7
7505,"","Certain conditions originating in the perinatal period","P00-P96","Alabama",1,2000,2000,293,4447100,6.6
7506,"","Certain conditions originating in the perinatal period","P00-P96","Alabama",1,2001,2001,271,4467634,6.1
7507,"","Certain conditions originating in the perinatal period","P00-P96","Alabama",1,2002,2002,268,4480089,6
7508,"","Certain conditions originating in the perinatal period","P00-P96","Alabama",1,2003,2003,242,4503491,5.4
7509,"","Certain conditions originating in the perinatal period","P00-P96","Alabama",1,2004,2004,240,4530729,5.3
7510,"","Certain conditions originating in the perinatal period","P00-P96","Alabama",1,2005,2005,282,4569805,6.2
7511,"","Certain conditions originating in the perinatal period","P00-P96","Alabama",1,2006,2006,290,4628981,6.3
7512,"","Certain conditions originating in the perinatal period","P00-P96","Alabama",1,2007,2007,310,4672840,6.6
7513,"","Certain conditions originating in the perinatal period","P00-P96","Alabama",1,2008,2008,308,4718206,6.5
7514,"","Certain conditions originating in the perinatal period","P00-P96","Alabama",1,2009,2009,264,4757938,5.5
7515,"","Certain conditions originating in the perinatal period","P00-P96","Alabama",1,2010,2010,250,4779736,5.2
7516,"","Certain conditions originating in the perinatal period","P00-P96","Alaska",2,1999,1999,13,624779,2.1
7517,"","Certain conditions originating in the perinatal period","P00-P96","Alaska",2,2000,2000,23,626932,3.7
7518,"","Certain conditions originating in the perinatal period","P00-P96","Alaska",2,2001,2001,23,633714,3.6
7519,"","Certain conditions originating in the perinatal period","P00-P96","Alaska",2,2002,2002,11,642337,1.7
7520,"","Certain conditions originating in the perinatal period","P00-P96","Alaska",2,2003,2003,19,648414,2.9
7521,"","Certain conditions originating in the perinatal period","P00-P96","Alaska",2,2004,2004,22,659286,3.3
7522,"","Certain conditions originating in the perinatal period","P00-P96","Alaska",2,2005,2005,21,666946,3.1
7523,"","Certain conditions originating in the perinatal period","P00-P96","Alaska",2,2006,2006,30,675302,4.4
7524,"","Certain conditions originating in the perinatal period","P00-P96","Alaska",2,2007,2007,25,680300,3.7
7525,"","Certain conditions originating in the perinatal period","P00-P96","Alaska",2,2008,2008,15,687455,2.2
7526,"","Certain conditions originating in the perinatal period","P00-P96","Alaska",2,2009,2009,18,698895,2.6
7527,"","Certain conditions originating in the perinatal period","P00-P96","Alaska",2,2010,2010,12,710231,1.7
7528,"","Certain conditions originating in the perinatal period","P00-P96","Arizona",4,1999,1999,255,5023823,5.1
7529,"","Certain conditions originating in the perinatal period","P00-P96","Arizona",4,2000,2000,248,5130632,4.8
7530,"","Certain conditions originating in the perinatal period","P00-P96","Arizona",4,2001,2001,260,5273477,4.9
7531,"","Certain conditions originating in the perinatal period","P00-P96","Arizona",4,2002,2002,286,5396255,5.3
7532,"","Certain conditions originating in the perinatal period","P00-P96","Arizona",4,2003,2003,276,5510364,5
7533,"","Certain conditions originating in the perinatal period","P00-P96","Arizona",4,2004,2004,296,5652404,5.2
7534,"","Certain conditions originating in the perinatal period","P00-P96","Arizona",4,2005,2005,304,5839077,5.2
